address,name,online_order,book_table,rating,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost,type
"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",Coffee Bytes,No,No,3.1,6,+91 9945756375,Banashankari,Quick Bites,NA,"Fast Food, South Indian",100,Delivery
"68, Opposite ICICI Bank, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Parjanya Chat Zone,No,No,3.3,17,+91 9513333364,Banashankari,Quick Bites,NA,"Street Food, Fast Food",200,Delivery
"590, 24th Cross, 2nd Stage, Banashankari, Bangalore",Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,+91 9742787111,Banashankari,Dessert Parlor,NA,"Ice Cream, Desserts",200,Delivery
"Padmanabhanagar, Banashankari, Bangalore",Ruchi Maayaka,No,No,3.3,8,+91 9206517566,Banashankari,Delivery,NA,South Indian,100,Delivery
"28, 4th Cross Road, Dwaraka Nagar, Banashankari, Bengaluru",Roll Magic Fast Food,No,No,0.0,0,+91 9731409204,Banashankari,"Takeaway, Delivery",NA,"Biryani, Rolls, Chinese",200,Delivery
"3/16, 22 Main Road, Magenta Block, PES College, Road Bank Colony, Banashankari, Bangalore",Foodlieious Multi Cuisine,No,No,0.0,0,"+91 9168753522
+91 8217877100",Banashankari,Quick Bites,NA,North Indian,100,Delivery
"17/1, Ramaiah Garden, Kadirenahalli Circle, Dr Vishnuvardhan Main Road, 2nd Stage, Banashankari, Bangalore",Thanishka Nati And Karavali Style,No,No,0.0,0,"+91 9108823881
+91 8722229336",Banashankari,Quick Bites,NA,"Biryani, Fast Food",400,Delivery
"Bhuvaneshwari Nagar BSK 3RD Stage, Banashankari, Bangalore",Melting Melodies,No,No,0.0,0,"+91 8970474798
+91 8747977555",Banashankari,"Takeaway, Delivery",NA,"Pizza, Fast Food",100,Delivery
"77, 50 Ft Road, Hanumathnagara, Banashankari, Bangalore",New Indraprasta,No,No,0.0,0,+91 8867333003,Banashankari,Quick Bites,NA,"South Indian, Beverages",150,Delivery
"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore",Anna Kuteera,Yes,No,4.0,771,+91 9620009302,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",450,Delivery
"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",Darbar,No,No,3.0,98,+91 8861271465,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800,Delivery
"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",Vijayalakshmi,Yes,No,3.9,47,080 49653547,Basavanagudi,Quick Bites,NA,South Indian,200,Delivery
"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",Sri Udupi Food Hub,Yes,Yes,4.1,175,+91 9916866033,Jayanagar,Casual Dining,"Filter Coffee, Masala Dosa, Idli, Vada","South Indian, North Indian, Chinese, Beverages",500,Delivery
"No.1585, 22nd Main,Banashankari 1st Stage",Udupi Upahar,Yes,No,3.8,58,080 45128750,Banashankari,Quick Bites,NA,"South Indian, Chinese, North Indian, Juices",300,Delivery
"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",House Of Kebabs,Yes,No,3.8,540,080 49653042,Basavanagudi,Casual Dining,"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice","North Indian, Kebab, Biryani, Chinese",650,Delivery
"608, 21st Cross, Kumaraswamy Layout, Bangalore",Roll N Rock,Yes,No,3.8,124,+91 9590941992,Kumaraswamy Layout,Quick Bites,"Rolls, Paratha, Chicken Biryani","Chinese, North Indian, Mughlai, Rolls",400,Delivery
"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore",BOX8- Desi Meals,Yes,No,4.1,340,022 33552698,Banashankari,"Takeaway, Delivery","Paratha, Mughlai Chicken, Masala Lemonade, Butter Chicken, Rajma, Sandwich, Salad","North Indian, Mughlai, Fast Food",500,Delivery
"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",KFC,Yes,No,3.8,505,080 33994444,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450,Delivery
"12, Banashankari, Bangalore",Bitez,No,No,0.0,0,+91 9916781796,Banashankari,Quick Bites,NA,Fast Food,100,Delivery
"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",Roll Over,Yes,No,4.1,438,"+91 8884942976
+91 8884942900",Jayanagar,Dessert Parlor,"Rolls, Ice Cream Roll, Paan Ice Cream, Coffee, Vanilla Ice Cream, Chocolate Icecreams, Mississippi Mudpie","Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,Delivery
"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",Imperial Restaurant,Yes,No,3.7,264,"+91 7338431313
080 26741313",Mysore Road,Casual Dining,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken","North Indian, Chinese, Biryani, Beverages",750,Delivery
"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",Lassi Shop,Yes,No,3.9,169,+91 7975669805,Kumaraswamy Layout,Beverage Shop,NA,"Beverages, Juices, Ice Cream",150,Delivery
"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore",The Fortuna,Yes,No,3.0,67,"+91 7829217247
080 25985676",Kumaraswamy Layout,Quick Bites,NA,"North Indian, Chinese",250,Delivery
"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",Wahab,Yes,No,3.7,97,+91 9845088001,Jayanagar,Quick Bites,"Chicken Biryani, Rolls","North Indian, Mughlai, Chinese",350,Delivery
"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",Al Diwan Biryanis And More,Yes,No,3.3,12,080 45128807,Basavanagudi,"Takeaway, Delivery",NA,Biryani,300,Delivery
"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",New Gowda's Fried Chicken,Yes,No,3.3,12,+91 9066998880,Banashankari,Quick Bites,NA,Biryani,300,Delivery
"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",Canton,Yes,No,3.6,195,"080 41410069
+91 9611320069",Jayanagar,Casual Dining,"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop","Chinese, Seafood, Biryani",800,Delivery
"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,"+91 9035515333
080 41692690",Basavanagudi,"Dessert Parlor, Sweet Shop",NA,"Desserts, Mithai",300,Delivery
"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",The Blue Wagon - Kitchen,Yes,No,4.6,228,"+91 8105485007
+91 8095904280",Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich","Cafe, Beverages",400,Delivery
"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore",HOT COFFEE,Yes,No,4.1,70,+91 9972187023,Basavanagudi,Quick Bites,NA,"South Indian, Chinese",150,Delivery
"805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, Bangalore",Patio 805,Yes,Yes,4.1,364,+91 8884999805,Jayanagar,Casual Dining,"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad","Thai, Vietnamese, Asian, Chinese",1200,Delivery
"1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore",Lassi Corner,Yes,No,3.7,107,"+91 9972348689
+91 7204756477",Basavanagudi,Beverage Shop,Lassi,"Beverages, Ice Cream",150,Delivery
"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Sagar Deluxe,Yes,No,3.2,167,"080 32963232
+91 9620284767",Kumaraswamy Layout,Quick Bites,"Coffee, Chaat","South Indian, North Indian, Chinese, Juices",300,Delivery
"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore",Kanti Sweets,Yes,No,4.0,115,"080 22960617
080 41726564",Banashankari,Sweet Shop,NA,"Mithai, Street Food",400,Delivery
"582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085",Vegetalia,Yes,No,3.7,27,+91 9972720474,Banashankari,"Takeaway, Delivery",NA,"Italian, Pizza",400,Delivery
"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore",Aramane Donne Biryani,Yes,No,3.5,57,+91 6360738836,Banashankari,Quick Bites,NA,Biryani,200,Delivery
"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Ande Ka Funda,Yes,No,3.8,120,+91 9019507382,Banashankari,Quick Bites,NA,"North Indian, Fast Food, Rolls",250,Delivery
"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Cake Ghar,Yes,No,3.8,15,+91 9902773562,Basavanagudi,Bakery,NA,Bakery,400,Delivery
"Rashtriya Vidyalaya Road, Basavanagudi, Bangalore",Energy Addaa,Yes,No,4.2,64,080 49652857,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,Delivery
"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",Bhattara Bhojana,Yes,No,3.6,66,"+91 9008333858
+91 7019192360",Banashankari,Quick Bites,NA,South Indian,150,Delivery
"11/2, Old Market, V V Puram, Basavanagudi, Bangalore",Dev Sagar - Food Street,Yes,No,4.1,233,"+91 9886204745
0161 26624745",Basavanagudi,Quick Bites,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",Street Food,200,Delivery
"1779, 14th Main, Kumaraswamy Layout, Bangalore",Mitraa Da Pizza,Yes,No,3.8,115,"+91 7977809237
+91 7752956789",Kumaraswamy Layout,Quick Bites,"Pizza, Burgers","Fast Food, Pizza",250,Delivery
"224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",Paradise Premium,Yes,No,3.1,119,+91 9535474849,Banashankari,Casual Dining,NA,"Biryani, Andhra, Hyderabadi, North Indian",700,Delivery
"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",Grazers,Yes,Yes,3.9,291,080 26650668,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650,Delivery
"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",Shakes Theory,Yes,No,4.5,155,"+91 9886936896
+91 9620000463",Jayanagar,Beverage Shop,"Sandwiches, Thick Shakes, Paan Shake, Brownie Bomb, Fries, Spinach Corn Sandwich, Paneer Peri Peri","Beverages, Sandwich",300,Delivery
"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",@Italy,Yes,No,4.1,305,"+91 7760579999
+91 7026557799",Kumaraswamy Layout,Casual Dining,"Pizza, Pasta, Spinach Salsa, Garlic Bread, Lasagne, Bruschettas, Chocolate Bomb",Italian,700,Delivery
"Opposite BNM School, Near BDA complex, Banashankari, Bangalore",Chilli Flakes,Yes,No,3.6,46,+91 9880888509,Banashankari,Quick Bites,NA,"Fast Food, Italian, Beverages",500,Delivery
"728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Calcutta Cafe,Yes,No,3.5,45,+91 7207304915,Kumaraswamy Layout,Quick Bites,NA,"Bengali, Chinese, Sandwich",350,Delivery
"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Old Mumbai Ice Cream,Yes,No,3.9,38,080 49652445,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150,Delivery
"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",Donne Biriyani House,Yes,No,3.9,441,"+91 8197743537
080 26690642",Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Biryani",400,Delivery
"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",By 2 Coffee,Yes,No,3.9,25,+91 7026398124,Basavanagudi,Quick Bites,NA,South Indian,100,Delivery
"6th C Main, 4th Block, Jayanagar, Bangalore",Kedia's Fun Food,Yes,No,4.3,630,+91 8867769557,Jayanagar,Quick Bites,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla","North Indian, Street Food, Juices",200,Delivery
"1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore",Davangere Butter Dosa Hotel,Yes,No,3.8,25,"+91 9845597399
+91 9591868227",Kumaraswamy Layout,Quick Bites,NA,South Indian,150,Delivery
"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Just Shawarma,Yes,No,3.9,160,+91 7676764422,Kumaraswamy Layout,Quick Bites,"Whole Meat Shawarma, Fries",Arabian,300,Delivery
"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Mini Punjabi Dhaba,Yes,No,4.2,287,"+91 9845044074
+91 7406012344",Banashankari,Quick Bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",North Indian,350,Delivery
"19, V.V.puram National School Road, Basavanagudi, Bangalore",Mulabagilu Dosa,Yes,No,3.6,11,"+91 9945200103
+91 8867497289",Basavanagudi,Quick Bites,NA,South Indian,100,Delivery
"1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore",Gokul Veg,Yes,No,3.8,469,"+91 9980978388
080 26627612",Basavanagudi,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti","North Indian, Chinese, Beverages",750,Delivery
"1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Olive - Era,Yes,No,3.3,511,"080 42017174
080 42021219",Kumaraswamy Layout,Casual Dining,"Shawarma, Biryani, Bbq Chicken, Chicken Grill, Raita","BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550,Delivery
"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",Udupi Ruchi,Yes,No,3.9,57,+91 9972385662,Banashankari,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",200,Delivery
"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",Madhappa Hindu Military Hotel,Yes,No,3.4,14,+91 9900487676,Banashankari,Quick Bites,NA,South Indian,300,Delivery
"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",Gama Gama,Yes,No,3.9,264,"+91 9739946098
+91 9538433344",Banashankari,Quick Bites,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",South Indian,200,Delivery
"2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Pizza Hut,Yes,No,3.8,693,"080 39883988
080 26710999",Banashankari,Casual Dining,"Supreme Pizza, Potato Wedges, Masala Lemonade, Tandoori Paneer, Exotic Garlic Bread","Pizza, Fast Food",750,Delivery
"197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, Bangalore",Mangalore Pearl,Yes,No,3.8,242,"+91 8880888315
+91 9019966667",Jayanagar,Casual Dining,"Neer Dosa, Sea Food, Ghee Rice, Marwai Sukka, Egg Biryani, Kori Roti, Thai Fish","Mangalorean, Seafood, Chinese, Biryani",650,Delivery
"26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",Asha Sweets Centre,Yes,No,3.6,27,"+91 9448616782
+91 9448879289",Basavanagudi,Dessert Parlor,NA,Fast Food,250,Delivery
"97, Opposite Jain College, Kavi Lakshmisha Road, VV Puram, Basavanagudi, Bangalore",Twiststick House,Yes,No,4.1,163,+91 9916538249,Basavanagudi,Quick Bites,"White Pasta, Noodles, Babycorn Manchurian, Pizza, Veg Momos, Fry Momos, Tawa Pulav","Continental, Fast Food, Street Food, Momos",500,Delivery
"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",Cool Corner,Yes,No,4.2,191,080 26916505,Basavanagudi,Quick Bites,"Masala Dosa, Sandwiches, Coffee, Onion Dosa, Rava Dosa, Chaat, Sandwich","Street Food, Fast Food",250,Delivery
"9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, Bangalore",Pizza Mane,Yes,No,3.5,32,+91 9886212159,Banashankari,Quick Bites,"French Fries, Burgers","Pizza, Sandwich, Burger, Fast Food",150,Delivery
"1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",Dal Tadkaa,Yes,No,2.5,247,"080 26691763
+91 9620138000",Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,500,NA
"Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore",Chutney Chang,Yes,Yes,4.1,2339,"080 22443007
+91 9901967373",Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ",1500,Delivery
"615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore",Mystique Palate,Yes,No,4.1,337,"+91 9663313544
+91 9916685945",Jayanagar,Quick Bites,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries","Chinese, Fast Food",300,Delivery
"1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",Thamboola,Yes,No,3.9,135,"080 26711258
+91 9845154172",Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",800,Delivery
"1/2, Opposite Indian Oil Petrol Bunk, 1st Cross, Kaderanhalli Crossroad, Subramanyapura Main Road, Padmanabhanagar, Uttarahalli, Bangalore",Castle Rock,Yes,No,3.6,172,"080 42014000
+91 9845030125",Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",700,Delivery
"Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, Bangalore",Vietnamese Kitchen,Yes,No,3.6,105,"080 26697884
080 26697883",Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,700,Delivery
"1328, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",C Corner,Yes,No,3.2,36,"+91 7760185353
+91 9844474844",Kumaraswamy Layout,Quick Bites,NA,"Fast Food, Street Food",200,Delivery
"31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, Bangalore",Paratha Merchant,Yes,No,3.1,39,+91 9845089103,Kumaraswamy Layout,Quick Bites,NA,North Indian,300,Delivery
"52, Dayanand Sagar College Road, Teachers Colony, Near ICICI Bank ATM, Bangalore East, Bangalore Urban Karnataka, Kumaraswamy Layout, Bangalore.",North Rasoe,Yes,No,3.1,5,"+91 7406087444
+91 9513871453",Kumaraswamy Layout,Casual Dining,NA,"North Indian, Chinese, Biryani, Kebab",500,Delivery
"359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore",Toscano,Yes,Yes,4.3,1129,"080 41558423
+91 7619320074",Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad",1300,Delivery
"Shop 197, Ground Floor, Gokul Niwas, North Main Road, Rajyotsavanagar, 2nd Stage, Kumaraswamy Layout, Bangalore",Lord Of The Kitchen,Yes,No,3.9,56,+91 9682222100,Kumaraswamy Layout,Quick Bites,NA,"North Indian, Chinese",350,Delivery
"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Stoned Monkey,Yes,No,4.3,860,"+91 9972710694
+91 9972710894",Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500,Delivery
"433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, Bangalore",Central Jail Restaurant,Yes,No,3.8,412,"+91 7337886666
+91 8880004992",Jayanagar,Casual Dining,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",700,Delivery
"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",Bella,Yes,Yes,3.9,142,"+91 8971285555
080 49709755",Jayanagar,Casual Dining,"Murgh Ghee Roast, Fish Fry, Ghee Roast Paneer, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian",1000,Delivery
"54, Sri Durga Avenue, 3rd Floor, 33rd Cross Road, Opp. Navarathan, Jewe, Jayanagar, Bangalore",Vennela Andhra Meals,Yes,No,3.0,23,+91 9880046999,Jayanagar,Quick Bites,NA,Andhra,400,Delivery
"2nd Floor, Garla Garnet, 9th Main, 4th Block, Jayanagar, Bangalore",New Prashanth Hotel,Yes,No,3.6,143,"080 26530150
+91 8861190190",Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",750,Delivery
"126, Near Ganesha Temple, 7th Main, 4th Block, Jayanagar, Bangalore",The Grillo,Yes,Yes,2.8,80,+91 8043940555,Jayanagar,Casual Dining,NA,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500,Delivery
"6, Shakambari Nagar, 1st stage, JP Nagar, Bangalore",Re Malnad Nati Style Hotel,Yes,No,3.6,16,"+91 8123481003
+91 9483810037",JP Nagar,Casual Dining,NA,South Indian,400,Delivery
"81, 36th Cross Road, 5th Block, Jayanagar, Bangalore",Karma Kaapi,Yes,No,4.4,181,"+91 9380908955
+91 7483024632",Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",250,Delivery
"616/2, 31st Cross, 10th A Main Road, 4th block, Jayanagar, Bangalore",Tiwari's,Yes,No,3.8,70,"+91 9844733389
+91 7829398815",Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",200,Delivery
"66/1, Kanakpura Road, Basavanagudi, Bangalore",Pizza Stop,Yes,No,3.8,164,080 46640404,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600,Delivery
"173, DSI college Road, Kumaraswamy Layout, Bangalore",Biggies Burger 'n' More,Yes,No,3.6,58,"+91 9972972950
+91 9663729632",Kumaraswamy Layout,Quick Bites,"Burgers, Fries, Mojito, Chicken Burger","Cafe, Burger, Beverages",650,Delivery
